echo_duration_ms,signal_amplitude,distance_cm,distance_delta,angular_velocity,echo_count,noise_ratio,doppler_shift_hz,object_class,object_name,is_moving
7.3003,0.512,124.64,60.6231,4.0901,2,0.0682,4.8407,5,Marine Mammal,1
5.3458,0.2256,92.32,-54.0321,1.5558,7,0.0964,-1.6285,0,Fish School,1
7.8722,0.6571,135.19,21.7124,0.0094,1,0.0318,0.0405,2,Submarine,0
5.5315,0.6654,94.08,-1.9903,0.0163,1,0.065,0.1336,1,Rock/Reef,0
6.364,0.5134,108.47,12.8638,0.0479,1,0.031,0.0148,1,Rock/Reef,0
9.0377,0.6097,154.61,73.4804,6.1881,1,0.0274,-7.7162,2,Submarine,1
2.1355,0.39,37.26,-86.0875,0.0183,5,0.2567,-0.0412,4,Debris,0
8.1879,0.6507,140.22,-0.8517,0.0321,1,0.0612,0.0698,2,Submarine,0
8.0414,0.6721,138.03,13.6765,0.0135,1,0.0714,0.1865,2,Submarine,0
10.9877,0.4993,187.66,59.0852,6.4226,1,0.0617,-7.9495,2,Submarine,1
5.3237,0.7175,91.26,23.0294,3.4963,1,0.0672,-4.1878,2,Submarine,1
4.4991,0.8276,77.3,-116.7811,2.0927,1,0.0214,2.6086,2,Submarine,1
0.9269,0.5952,15.94,-53.9499,0.6458,4,0.0993,-0.7742,3,Diver,1
9.1114,0.268,156.03,11.3492,0.0563,6,0.1895,0.005,4,Debris,0
6.3334,0.5091,109.17,23.8698,0.5003,3,0.1647,-0.3421,3,Diver,1
10.245,0.5193,175.35,105.7906,0.0041,1,0.0311,0.047,1,Rock/Reef,0
6.2286,0.2297,106.82,17.679,0.7802,7,0.0837,0.9507,0,Fish School,1
7.7176,0.3448,132.34,75.2388,3.8216,2,0.0726,-4.6089,5,Marine Mammal,1
6.5535,0.7146,111.56,59.1875,5.0654,1,0.0669,-5.9859,2,Submarine,1
10.1029,0.4059,174.04,120.9714,0.0335,1,0.0454,0.102,1,Rock/Reef,0
2.1419,0.5619,36.79,-7.9624,0.0035,4,0.1686,0.0501,3,Diver,0
9.734,0.4346,166.67,86.9154,4.804,3,0.0597,-5.9844,5,Marine Mammal,1
8.4417,0.2732,144.18,61.9266,0.0094,7,0.1428,-0.1481,4,Debris,0
3.3777,0.2364,57.65,-77.5289,2.4291,7,0.1655,3.0415,0,Fish School,1
5.8146,0.7673,99.38,17.2813,0.0086,1,0.0333,0.0766,2,Submarine,0
9.9281,0.3356,170.26,62.9621,3.5382,2,0.1016,4.4059,5,Marine Mammal,1
3.423,0.4817,59.01,18.645,0.0163,4,0.1645,0.2173,3,Diver,0
2.8651,0.4195,49.06,33.5223,0.0027,3,0.1222,0.1177,3,Diver,0
6.808,0.6912,117.03,13.6623,4.5245,1,0.0631,5.4599,2,Submarine,1
6.3807,0.6416,109.45,23.991,0.0094,1,0.0241,0.1371,2,Submarine,0
6.5624,0.4447,111.97,41.5179,4.8661,2,0.0466,5.6515,5,Marine Mammal,1
6.6877,0.375,114.29,84.1039,0.0561,3,0.1059,-0.0273,3,Diver,0
1.3273,0.5813,23.5,-25.3996,1.3866,3,0.1595,1.547,3,Diver,1
2.8576,0.492,49.15,-60.1175,1.1726,3,0.1392,-1.4805,0,Fish School,1
1.6428,0.4276,27.95,-30.7035,0.8335,5,0.1949,-0.8787,4,Debris,1
3.5983,0.5503,62.34,24.6432,1.0552,2,0.138,1.1923,3,Diver,1
9.9092,0.4703,169.96,4.6243,0.0456,1,0.0497,-0.2221,1,Rock/Reef,0
7.138,0.7058,122.03,47.5539,0.0095,1,0.0586,-0.0453,2,Submarine,0
3.5434,0.7445,60.21,-51.9682,3.3389,1,0.0775,4.152,2,Submarine,1
4.5692,0.241,78.24,-48.3647,0.0197,5,0.1753,-0.166,4,Debris,0
7.6295,0.6591,130.42,-51.6912,6.079,1,0.0826,6.984,2,Submarine,1
7.1713,0.1676,123.43,17.424,0.0302,3,0.173,0.0223,4,Debris,0
6.9407,0.5687,119.48,37.5231,1.4258,2,0.0635,-1.969,3,Diver,1
1.4813,0.3586,25.09,-2.8997,0.0015,8,0.261,-0.0319,4,Debris,0
8.4451,0.5589,144.18,-26.6732,2.644,1,0.0763,-3.1081,2,Submarine,1
5.734,0.37,98.48,83.063,0.369,2,0.167,0.4342,3,Diver,1
4.7052,0.5875,80.46,10.4568,1.8582,3,0.112,2.4468,5,Marine Mammal,1
8.1083,0.4235,139.91,87.9759,2.4719,3,0.1193,3.005,5,Marine Mammal,1
5.3866,0.2314,92.32,15.6378,0.0303,4,0.1998,-0.0002,4,Debris,0
10.9393,0.5489,187.24,112.362,5.0865,1,0.0756,-6.1876,2,Submarine,1
4.6218,0.567,79.29,-81.0459,0.0217,3,0.0966,-0.229,5,Marine Mammal,0
4.4685,0.7387,76.12,-27.0777,0.0185,1,0.0556,0.1692,1,Rock/Reef,0
4.3503,0.4189,75.04,-67.7237,1.9725,4,0.1124,2.6164,0,Fish School,1
3.5093,0.3991,59.95,-48.3615,0.4789,6,0.1899,-0.1394,4,Debris,1
2.7003,0.4103,47.08,10.1666,0.0736,5,0.294,0.0043,4,Debris,1
2.4526,0.2434,42.64,-100.1604,0.9357,4,0.2502,1.0867,4,Debris,1
1.4531,0.3955,24.98,8.6486,0.6679,2,0.0807,-0.8618,3,Diver,1
2.1526,0.6128,37.26,10.8774,1.2691,2,0.0705,-1.2966,3,Diver,1
3.2221,0.3681,55.57,-62.9108,0.3442,5,0.1531,0.2748,4,Debris,1
6.2999,0.2077,107.38,20.6572,0.0353,7,0.1626,-0.2093,0,Fish School,0
6.1708,0.6488,105.93,-62.9724,0.0151,1,0.0252,-0.111,1,Rock/Reef,0
7.9039,0.4257,134.78,48.9743,4.7149,3,0.0858,5.7445,5,Marine Mammal,1
7.6431,0.6033,131.54,55.9973,0.0213,1,0.0367,0.006,1,Rock/Reef,0
10.474,0.5326,179.83,12.1312,4.9277,1,0.055,5.5324,2,Submarine,1
6.5228,0.629,111.99,-54.4969,5.6651,1,0.0576,-6.6923,2,Submarine,1
9.2506,0.483,158.22,86.0811,0.0047,1,0.0564,-0.1114,1,Rock/Reef,0
5.1228,0.6091,88.09,50.0623,2.0779,3,0.105,2.8074,5,Marine Mammal,1
4.462,0.1362,77.21,19.8422,0.7971,5,0.2716,-0.9106,4,Debris,1
7.257,0.3403,124.96,90.741,0.0075,4,0.1239,-0.0593,3,Diver,0
6.3897,0.2417,109.78,-2.0462,2.5518,3,0.1122,3.2821,0,Fish School,1
7.4692,0.2289,127.51,27.8555,2.0445,6,0.1395,-2.046,0,Fish School,1
5.2751,0.5828,90.98,-55.2233,1.3167,3,0.0602,-1.8337,5,Marine Mammal,1
8.1796,0.5068,139.72,-42.6726,0.0515,1,0.0263,-0.1012,1,Rock/Reef,0
2.7179,0.3219,46.56,-0.5478,0.0323,5,0.2552,-0.0537,4,Debris,0
7.4023,0.5712,126.9,49.295,4.7988,2,0.0446,5.5686,5,Marine Mammal,1
6.0613,0.307,104.69,29.2451,0.7647,5,0.1076,1.0741,0,Fish School,1
2.4916,0.495,42.28,-38.1287,0.0354,4,0.1539,-0.1042,4,Debris,0
4.7221,0.7128,80.9,-57.6387,0.0247,1,0.0263,-0.0273,1,Rock/Reef,0
4.755,0.3411,82.29,41.4063,0.0186,5,0.1937,0.2422,4,Debris,0
2.1218,0.4382,36.89,-83.793,2.299,3,0.163,2.2674,0,Fish School,1
3.8816,0.4086,66.25,-26.8792,2.4106,3,0.1684,-3.1309,0,Fish School,1
1.8306,0.4233,30.15,-28.5528,1.1702,3,0.074,-1.6053,3,Diver,1
2.4995,0.3155,42.61,-8.1746,0.0444,3,0.2719,0.0078,4,Debris,0
9.7372,0.4592,166.86,84.1121,0.0261,1,0.0429,0.0255,1,Rock/Reef,0
7.7434,0.2189,133.21,33.3745,0.029,4,0.1731,0.1804,0,Fish School,0
9.8017,0.3895,167.72,79.6294,2.9761,3,0.069,3.2978,5,Marine Mammal,1
8.7491,0.4192,150.23,10.1319,0.0131,3,0.1086,-0.0106,5,Marine Mammal,0
3.9121,0.4481,66.81,-29.8154,0.0352,3,0.1406,0.1133,4,Debris,0
9.3758,0.2562,160.02,60.1005,1.2693,3,0.0935,-1.4883,5,Marine Mammal,1
6.1807,0.7379,106.06,-42.868,0.0236,1,0.0694,0.0899,1,Rock/Reef,0
8.2667,0.6885,142.16,75.5782,0.0165,1,0.0556,0.0209,2,Submarine,0
7.3463,0.2618,126.61,44.624,0.0174,8,0.1502,-0.0823,4,Debris,0
7.638,0.1566,131.09,87.6525,0.0163,4,0.2115,-0.0682,4,Debris,0
6.9217,0.6837,118.84,-55.6912,0.0727,1,0.0659,-0.1467,2,Submarine,0
5.0026,0.5396,85.3,38.8118,0.0058,2,0.0972,-0.1779,3,Diver,0
5.3027,0.4317,90.91,-68.1539,0.0088,5,0.1477,-0.1259,4,Debris,0
9.3173,0.5318,159.95,20.3054,0.0067,1,0.0645,-0.0242,1,Rock/Reef,0
7.5765,0.3278,130.13,-2.8903,2.8438,6,0.0858,-3.3609,0,Fish School,1
2.5173,0.1592,42.47,-14.8155,0.6908,6,0.2563,-1.0063,4,Debris,1
6.3785,0.3796,109.65,-64.365,4.0856,2,0.0508,-4.9117,5,Marine Mammal,1
8.2707,0.2525,141.46,0.9144,1.6742,6,0.1901,-1.6542,0,Fish School,1
10.1271,0.3749,173.62,87.5836,5.1253,3,0.0628,-6.2072,5,Marine Mammal,1
8.4829,0.1572,144.36,20.6118,0.0206,4,0.2662,0.1552,4,Debris,0
8.3933,0.3334,143.32,46.6124,4.047,2,0.0744,4.6107,5,Marine Mammal,1
6.8053,0.5872,117.04,-66.1042,0.0618,1,0.0531,0.0044,1,Rock/Reef,0
5.8097,0.6127,99.76,63.1331,1.1318,3,0.1246,1.55,5,Marine Mammal,1
6.5008,0.4009,112.92,72.4797,1.7053,4,0.1348,-2.1724,3,Diver,1
4.043,0.6752,69.48,1.1957,0.0101,1,0.0676,0.0913,1,Rock/Reef,0
5.5584,0.4455,95.26,-14.7767,0.2728,4,0.0919,-0.2088,3,Diver,1
5.5506,0.4984,94.35,25.8456,1.5392,2,0.1205,-2.254,5,Marine Mammal,1
5.6774,0.3968,97.41,-4.4947,1.843,3,0.0777,2.2924,5,Marine Mammal,1
2.5566,0.1989,44.82,-78.6116,0.0705,4,0.1857,-0.0718,4,Debris,0
5.2497,0.5576,89.14,-28.2055,0.0048,3,0.1701,-0.0521,3,Diver,0
2.0071,0.3358,34.45,-14.6672,0.005,4,0.1233,0.0312,4,Debris,0
7.079,0.2886,121.5,-24.5579,0.3341,8,0.238,0.304,4,Debris,1
4.2341,0.3714,72.58,-47.6854,0.7188,3,0.1703,-1.0291,3,Diver,1
7.1198,0.6141,121.88,13.3983,0.0006,1,0.0653,0.0794,1,Rock/Reef,0
7.9623,0.1906,136.42,27.043,2.4465,4,0.0813,2.9529,0,Fish School,1
5.2824,0.5478,90.26,51.2022,0.7376,2,0.1117,-0.5791,3,Diver,1
6.1163,0.4357,104.7,51.2377,2.9321,3,0.1097,-3.6259,5,Marine Mammal,1
6.9465,0.1793,119.44,26.7098,0.3786,5,0.2156,-0.1402,4,Debris,1
7.74,0.5722,132.01,31.3564,0.0127,1,0.0469,0.0113,1,Rock/Reef,0
8.668,0.6211,148.97,-30.3943,0.0082,1,0.0326,0.1169,1,Rock/Reef,0
2.5569,0.2101,44.06,-19.6125,0.0053,8,0.1858,0.0892,4,Debris,0
3.1011,0.4639,53.36,-92.5934,2.9653,3,0.0462,-3.4329,5,Marine Mammal,1
5.9941,0.4542,102.81,0.1343,1.4549,2,0.109,1.7521,3,Diver,1
3.1205,0.7405,53.36,7.1723,4.3863,1,0.0425,5.4576,2,Submarine,1
2.8407,0.4501,49.04,-58.6649,0.0452,3,0.0726,-0.028,3,Diver,0
7.6935,0.6599,131.49,-68.3297,0.0114,1,0.0299,0.1326,2,Submarine,0
3.3302,0.6179,57.47,-87.5534,0.0166,1,0.0419,0.0926,1,Rock/Reef,0
4.8445,0.3791,83.47,-76.5156,4.5652,2,0.0853,-5.7067,5,Marine Mammal,1
4.6778,0.5077,80.24,10.6808,0.0307,3,0.1401,0.0518,3,Diver,0
3.1159,0.4402,54.02,-3.716,0.0233,2,0.1164,-0.017,3,Diver,0
4.5919,0.4549,79.61,-2.6527,0.0341,5,0.2684,0.005,4,Debris,0
7.328,0.3063,125.71,4.1111,1.6024,5,0.1379,-2.0158,0,Fish School,1
4.2174,0.3895,72.93,22.9612,0.0063,4,0.1479,-0.2108,3,Diver,0
3.1214,0.3442,53.46,1.7336,0.0182,6,0.2749,0.1152,4,Debris,0
7.6487,0.718,131.48,37.452,0.0147,1,0.0297,0.0655,1,Rock/Reef,0
1.2601,0.4635,22.06,-97.9693,1.6845,2,0.0683,2.273,3,Diver,1
9.2759,0.1732,158.96,105.5808,0.0714,5,0.138,0.6508,4,Debris,1
5.616,0.2495,95.45,16.9752,0.6493,7,0.0998,-0.7612,0,Fish School,1
9.9887,0.5491,170.81,57.1466,2.2531,1,0.0858,-2.9063,2,Submarine,1
3.8385,0.3349,66.13,-39.4893,0.0094,3,0.1909,0.2099,0,Fish School,0
4.3172,0.5617,74.34,-37.5042,1.4197,2,0.0611,1.6858,3,Diver,1
6.6474,0.3585,114.19,63.505,0.8555,4,0.2305,-0.8827,4,Debris,1
3.951,0.8095,67.55,-100.3386,0.0166,1,0.0613,-0.0706,2,Submarine,0
3.785,0.6169,65.67,-62.5559,0.0137,1,0.0258,-0.1253,1,Rock/Reef,0
3.7993,0.724,65.66,-37.6633,4.1033,1,0.077,-5.074,2,Submarine,1
8.9814,0.6117,153.48,21.0236,5.1481,1,0.0371,6.3055,2,Submarine,1
4.6055,0.4652,78.4,-37.976,1.8514,2,0.1211,2.2511,5,Marine Mammal,1
7.163,0.7412,123.52,23.5918,3.2087,1,0.0621,-3.9049,2,Submarine,1
8.3014,0.1277,142.32,36.7689,0.8324,4,0.1691,0.6648,4,Debris,1
2.9491,0.3788,50.87,-5.6647,1.5718,3,0.1505,1.8432,3,Diver,1
4.5583,0.3821,78.14,-63.203,1.1015,3,0.0905,1.4162,5,Marine Mammal,1
5.5854,0.6963,95.96,-34.6637,0.0017,1,0.0593,0.133,1,Rock/Reef,0
2.9031,0.2327,49.55,-56.9107,0.6383,6,0.2105,1.0403,4,Debris,1
3.6237,0.778,62.0,-119.2681,2.7507,1,0.0712,-3.0884,2,Submarine,1
4.5906,0.7529,78.82,-16.1706,0.0175,1,0.0321,-0.1087,1,Rock/Reef,0
2.8951,0.488,49.46,-91.2114,2.2006,3,0.1586,2.923,0,Fish School,1
5.6929,0.6333,96.99,-62.0183,0.0091,1,0.0251,-0.0264,1,Rock/Reef,0
2.9484,0.3259,49.78,-23.3683,0.0343,3,0.1964,-0.0813,0,Fish School,0
4.647,0.3661,79.96,-16.0408,0.4458,3,0.1247,-0.1508,3,Diver,1
3.7152,0.4952,63.79,13.5424,3.3692,2,0.0981,3.9743,5,Marine Mammal,1
8.8842,0.4232,152.72,118.2552,0.0142,7,0.1259,-0.0368,4,Debris,0
6.3084,0.3789,108.81,13.0913,2.8178,5,0.1548,3.4112,0,Fish School,1
4.1914,0.7977,71.99,-41.6986,0.0215,1,0.0346,0.0927,1,Rock/Reef,0
7.4555,0.6409,127.52,-33.8044,0.0036,1,0.0222,-0.0094,2,Submarine,0
5.4419,0.7235,92.92,39.6208,3.67,1,0.0761,4.4603,2,Submarine,1
6.7088,0.201,115.15,95.1203,0.0322,8,0.2252,-0.1385,4,Debris,0
1.8282,0.4697,31.2,-106.2746,2.3737,7,0.102,-3.1824,0,Fish School,1
8.6028,0.3761,147.06,19.9174,0.0151,4,0.2726,0.1247,4,Debris,0
5.2156,0.3348,89.52,28.6929,1.4247,3,0.1637,-1.6446,3,Diver,1
7.7167,0.3318,133.07,-6.1672,0.1214,8,0.277,-0.1058,4,Debris,1
7.973,0.5466,136.97,-22.2495,0.0215,1,0.0481,0.1503,1,Rock/Reef,0
2.265,0.7495,39.26,-56.1651,2.2656,2,0.0452,2.8872,5,Marine Mammal,1
9.7631,0.532,167.71,64.5641,6.4312,1,0.0517,-7.844,2,Submarine,1
9.0215,0.1145,155.07,37.8858,0.057,3,0.1533,0.0552,4,Debris,0
8.0202,0.6383,137.17,29.6535,6.039,1,0.0346,-7.2333,2,Submarine,1
8.2767,0.2712,142.17,74.242,0.0041,5,0.159,0.0094,0,Fish School,0
11.6036,0.517,198.96,121.3775,5.7827,1,0.057,7.475,2,Submarine,1
8.5487,0.6271,146.35,28.0682,0.0504,1,0.0626,0.0994,1,Rock/Reef,0
9.7313,0.4511,167.01,125.0735,3.6021,2,0.1229,4.4196,5,Marine Mammal,1
8.472,0.3267,144.27,0.6135,2.8721,4,0.0816,-3.4639,0,Fish School,1
3.5674,0.781,60.93,-60.253,0.0129,1,0.0526,0.0931,2,Submarine,0
3.3428,0.3294,56.68,-10.5035,0.5392,3,0.0816,-0.7156,3,Diver,1
9.3593,0.5916,160.85,-7.6647,3.2545,1,0.0275,4.0004,2,Submarine,1
7.7797,0.5122,134.12,-19.9055,0.0654,1,0.029,0.0483,1,Rock/Reef,0
6.8423,0.4247,116.88,58.8811,0.0068,2,0.06,-0.0708,5,Marine Mammal,0
4.2057,0.5694,72.05,-100.0521,2.6731,2,0.0433,-3.0895,5,Marine Mammal,1
4.2475,0.5458,72.51,-50.4179,0.0111,2,0.1764,-0.0843,3,Diver,0
6.496,0.47,111.46,-32.243,3.0385,3,0.0514,-3.74,5,Marine Mammal,1
7.4217,0.3289,127.27,86.5711,0.0152,3,0.0979,0.0691,3,Diver,0
1.1214,0.5425,19.09,-39.7667,0.0061,3,0.1506,-0.0716,3,Diver,0
6.3044,0.6804,107.65,34.4403,1.9959,1,0.059,2.3279,2,Submarine,1
4.3902,0.7387,75.2,-112.491,0.0117,1,0.0234,0.0174,2,Submarine,0
5.2788,0.5653,91.0,17.061,0.0341,3,0.0949,-0.1552,3,Diver,0
3.7872,0.3474,64.91,-67.6607,0.0524,5,0.2505,0.2299,4,Debris,0
5.116,0.7047,87.63,-12.2726,5.6866,1,0.0534,6.8168,2,Submarine,1
8.4506,0.6096,144.67,1.4169,0.0144,1,0.0549,-0.1812,2,Submarine,0
6.6734,0.3006,114.08,33.8595,0.0053,2,0.1197,-0.0664,3,Diver,0
10.6054,0.4964,182.22,35.387,0.034,1,0.0232,-0.1789,1,Rock/Reef,0
5.2162,0.5817,89.7,-70.9937,0.0161,1,0.0246,-0.0424,1,Rock/Reef,0
4.4047,0.2436,75.71,-59.2933,1.0463,5,0.1792,1.3291,0,Fish School,1
5.6885,0.4586,96.99,-25.2817,1.7208,4,0.1638,-1.9882,3,Diver,1
4.9744,0.7178,85.17,-93.6715,1.9904,1,0.0717,2.3111,2,Submarine,1
4.1106,0.6233,70.86,18.0363,0.0103,1,0.0295,-0.0792,1,Rock/Reef,0
2.9575,0.4828,50.34,-11.2094,2.6308,2,0.0808,3.4405,5,Marine Mammal,1
9.7768,0.5147,167.93,56.0134,1.9429,1,0.0797,-2.217,2,Submarine,1
10.7097,0.4376,184.21,95.7951,0.0237,1,0.0616,-0.1111,1,Rock/Reef,0
4.5662,0.472,78.78,-23.4022,0.0011,3,0.0709,0.1509,3,Diver,0
3.6406,0.8017,62.14,-121.1692,0.0036,1,0.0369,0.0522,1,Rock/Reef,0
2.9722,0.8817,51.72,-127.6424,0.0293,1,0.0212,0.1566,2,Submarine,0
5.4122,0.363,92.9,58.7594,1.0023,4,0.1546,1.3268,0,Fish School,1
5.5088,0.7274,94.37,-65.7828,0.0118,1,0.0663,0.0175,1,Rock/Reef,0
2.3061,0.4559,40.18,-11.4739,0.0281,2,0.1212,0.0321,5,Marine Mammal,0
10.8743,0.5008,186.5,87.0633,3.1628,1,0.0209,3.6452,2,Submarine,1
6.9322,0.3794,118.6,68.3551,0.8828,4,0.0842,-1.2296,3,Diver,1
8.877,0.65,152.11,18.2936,4.5612,1,0.0263,5.7912,2,Submarine,1
3.0989,0.7511,52.6,20.0013,1.1973,2,0.059,-1.4595,5,Marine Mammal,1
6.6787,0.6631,114.12,-82.7636,0.0235,1,0.0675,0.0497,2,Submarine,0
9.0906,0.5466,155.39,1.813,3.9089,1,0.0584,5.0342,2,Submarine,1
4.5304,0.5408,77.3,15.4367,0.9807,3,0.1253,1.7209,3,Diver,1
2.7376,0.3001,47.11,11.6429,2.0754,3,0.1299,-2.3322,0,Fish School,1
8.8249,0.6831,151.14,-8.4391,6.3462,1,0.0707,7.407,2,Submarine,1
10.1558,0.447,174.84,43.4612,0.0368,1,0.0349,0.1046,1,Rock/Reef,0
5.2562,0.2095,89.73,22.8708,0.8602,7,0.2973,-0.803,4,Debris,1
2.7883,0.4758,48.41,-31.4154,0.0267,2,0.1175,0.0507,3,Diver,0
1.486,0.4109,25.9,-53.9184,0.0433,2,0.1188,0.0787,3,Diver,0
3.9262,0.4686,66.98,-10.63,0.002,4,0.1198,-0.035,3,Diver,0
4.005,0.5803,68.81,28.6051,0.6336,2,0.1277,0.7205,3,Diver,1
3.7892,0.5702,65.66,-40.7056,3.0523,3,0.0889,-3.6603,5,Marine Mammal,1
2.5848,0.3895,44.0,-97.8086,2.5746,5,0.1926,-2.8992,0,Fish School,1
6.5405,0.428,111.65,-29.5856,2.4846,2,0.0932,3.0094,5,Marine Mammal,1
9.2181,0.2661,158.54,64.7153,4.0542,3,0.126,4.8933,5,Marine Mammal,1
1.821,0.4665,31.01,-125.4066,0.0375,7,0.1991,0.0511,4,Debris,0
6.5631,0.6434,113.04,-0.1939,6.7636,1,0.0228,7.9371,2,Submarine,1
6.7225,0.5663,115.06,44.4436,3.7903,2,0.0552,-4.5529,5,Marine Mammal,1
6.5557,0.3786,112.02,26.3857,1.5061,2,0.0897,1.8814,3,Diver,1
3.7506,0.4927,64.71,-9.9526,0.0115,3,0.1643,0.0462,3,Diver,0
7.0708,0.4469,120.97,2.6748,0.0149,4,0.134,0.0553,3,Diver,0
4.3521,0.7498,74.84,-37.1389,2.7378,1,0.0589,3.0775,2,Submarine,1
3.6496,0.4977,63.04,41.1145,0.5502,2,0.1553,1.0204,3,Diver,1
2.6591,0.779,46.21,-103.1222,4.3806,1,0.0479,-5.5069,2,Submarine,1
7.0672,0.2433,120.86,45.0317,0.731,4,0.1092,1.0028,0,Fish School,1
6.5618,0.7338,112.91,-57.4329,0.0006,1,0.0357,-0.0995,1,Rock/Reef,0
7.8447,0.1262,135.17,-0.6025,0.3509,6,0.2001,0.7634,4,Debris,1
7.4844,0.2288,128.72,41.6452,2.211,7,0.1042,2.7719,0,Fish School,1
3.7467,0.6372,64.37,-28.4492,0.0358,1,0.0467,0.1253,1,Rock/Reef,0
6.7219,0.6876,114.83,16.1852,0.0545,1,0.0254,-0.0495,1,Rock/Reef,0
5.6662,0.4393,96.81,-37.25,2.4095,4,0.1893,-3.3443,0,Fish School,1
8.6584,0.3876,149.03,98.8311,3.0804,2,0.052,3.7772,5,Marine Mammal,1
5.6218,0.7563,96.17,-47.4328,2.499,1,0.062,3.0136,2,Submarine,1
7.6278,0.5896,130.52,22.8203,2.1269,1,0.0313,2.3998,2,Submarine,1
4.2001,0.7731,71.76,-96.8714,0.0028,1,0.0452,-0.0157,1,Rock/Reef,0
11.4341,0.3995,196.15,129.2008,0.0079,1,0.059,0.2376,1,Rock/Reef,0
3.6592,0.5089,62.53,35.472,1.3745,4,0.1355,1.9499,3,Diver,1
7.5491,0.3332,129.28,77.5359,0.0119,3,0.0729,0.0736,3,Diver,0
5.3087,0.3303,90.98,-0.7861,0.0142,6,0.1164,0.0806,0,Fish School,0
6.0113,0.7077,102.91,-47.1075,4.6347,1,0.0298,5.5551,2,Submarine,1
4.7892,0.7601,82.19,-39.3132,4.5607,1,0.0483,-5.6504,2,Submarine,1
3.5794,0.5696,60.83,-99.5854,1.9327,2,0.1049,-2.3696,5,Marine Mammal,1
7.8884,0.212,135.81,32.6023,0.195,6,0.1433,0.2779,4,Debris,1
4.7384,0.5518,81.29,49.8505,0.9726,2,0.063,1.0794,3,Diver,1
7.4869,0.55,128.69,72.1638,0.0312,1,0.0294,0.1241,1,Rock/Reef,0
5.6624,0.7268,97.08,-42.2507,4.8917,1,0.0829,5.3755,2,Submarine,1
6.2861,0.4083,108.68,72.5309,0.0161,4,0.1676,0.1231,3,Diver,0
3.6359,0.3366,62.17,-8.1014,1.7624,3,0.1488,2.1467,3,Diver,1
6.9995,0.5309,120.47,89.2198,2.6259,2,0.1097,3.252,5,Marine Mammal,1
1.1033,0.5404,18.24,-6.7913,0.0063,3,0.1572,0.1261,3,Diver,0
8.6076,0.3972,147.46,57.9694,3.7915,2,0.0973,4.8416,5,Marine Mammal,1
1.9193,0.626,32.68,-14.7752,0.5027,2,0.1479,-0.3257,3,Diver,1
9.0232,0.1422,154.98,111.6894,0.0045,5,0.2913,0.0578,4,Debris,0
2.1324,0.3898,37.31,-0.8871,1.4379,7,0.1898,1.6248,0,Fish School,1
6.5166,0.4139,111.91,44.1104,1.2215,6,0.188,1.4134,0,Fish School,1
3.4822,0.7033,60.43,-136.1424,0.0256,1,0.0254,0.0906,1,Rock/Reef,0
3.6375,0.4234,62.96,23.6558,0.6784,5,0.1235,0.9029,0,Fish School,1
2.8944,0.9162,50.16,-106.9415,3.5949,1,0.0889,-4.3948,2,Submarine,1
11.4526,0.3584,196.61,81.1651,0.0021,1,0.0524,-0.0721,1,Rock/Reef,0
3.0014,0.6435,51.4,-55.4357,3.8433,2,0.0558,-4.517,5,Marine Mammal,1
1.3804,0.4405,24.05,-1.1193,1.6654,2,0.1146,1.9496,3,Diver,1
5.4836,0.5544,93.74,44.7527,5.1778,2,0.1129,6.3615,5,Marine Mammal,1
7.5693,0.4967,129.11,37.2358,1.9154,2,0.0791,2.2922,5,Marine Mammal,1
7.288,0.7088,124.76,-50.8009,0.0155,1,0.0281,0.0352,2,Submarine,0
3.9149,0.7501,66.92,-51.6867,0.0123,1,0.063,-0.1657,1,Rock/Reef,0
7.9989,0.4797,136.98,17.5394,0.0018,1,0.0608,-0.0186,1,Rock/Reef,0
1.665,0.4848,28.24,-80.4873,0.0232,4,0.1442,0.012,3,Diver,0
10.6155,0.5722,182.85,19.9809,5.9913,1,0.0743,7.5122,2,Submarine,1
3.9444,0.8372,68.25,-32.8706,0.0037,1,0.0212,-0.0467,2,Submarine,0
2.9627,0.29,50.69,-44.4011,0.0009,5,0.1547,-0.1638,0,Fish School,0
5.066,0.8343,86.86,-83.307,4.8933,1,0.0295,5.9638,2,Submarine,1
6.5601,0.5165,111.27,23.8767,3.8958,3,0.0744,-4.5472,5,Marine Mammal,1
9.9231,0.5846,169.89,107.8076,0.008,1,0.0847,0.1234,2,Submarine,0
2.6821,0.508,45.89,-104.3946,0.0383,8,0.2598,0.0384,4,Debris,0
4.2515,0.2137,72.21,-9.8972,0.4692,8,0.1236,0.4148,4,Debris,1
6.3452,0.3286,108.29,-2.5994,1.7005,4,0.0832,2.0758,3,Diver,1
8.1588,0.5039,141.03,18.041,0.051,1,0.0431,0.1316,1,Rock/Reef,0
4.2612,0.8212,73.4,-0.4615,3.6349,1,0.0559,-4.5512,2,Submarine,1
6.0756,0.5662,103.84,-44.4341,0.0401,1,0.052,-0.0622,1,Rock/Reef,0
7.4883,0.542,128.35,69.7552,4.0071,3,0.095,4.8843,5,Marine Mammal,1
8.1349,0.287,139.51,19.7527,2.2248,5,0.1825,-3.1232,0,Fish School,1
2.1603,0.4599,36.89,-82.5201,0.0014,3,0.148,-0.0985,4,Debris,0
2.338,0.3595,41.07,-15.6667,1.5273,4,0.1712,1.667,0,Fish School,1
3.7796,0.4068,64.6,-46.6483,5.0282,3,0.0873,-5.9948,5,Marine Mammal,1
